>NC_011165	Pseudomonas phage LBL3
NP_958699.1	1
NP_958716.1	1
NP_958717.1	1
NP_958718.1	1
>NC_004810	Cucurbit yellow stunting disorder virus
NP_851572.1	7
>NC_023579	Erwinia phage Ea9-2
YP_009007415.1	2
>NC_013259	Tomato infectious chlorosis virus
YP_003204956.1	3
>NC_019457	Vibrio phage CP-T1
YP_007003043.1	1
YP_007003047.1	1
YP_007003052.1	4
YP_007003063.1	1
>NC_003038	Invertebrate iridescent virus 6
NP_149493.1	2
NP_149508.1	3
NP_149548.1	4
NP_149668.1	3
NP_149839.1	1
NP_149852.1	1
NP_149891.1	1
>NC_022978	Carnation yellow fleck virus
YP_008858533.1	2
>NC_020883	Bacillus phage PM1
YP_007678033.1	1
YP_007678052.1	1
>NC_016571	Pseudomonas phage OBP
YP_004958065.1	6
YP_004958148.1	3
YP_004958153.1	1
>NC_021796	Cellulophaga phage phi38:1
YP_008241386.1	20
YP_008241397.1	1
YP_008241478.1	1
>NC_022747	Vibrio phage VPUSM 8
YP_008766837.1	2
>NC_019417	Salmonella phage SPN19
YP_006990283.1	1
>NC_009232	Salmonella phage SETP3
YP_001110833.1	1
YP_001110809.2	1
>NC_016654	Rhodococcus phage REQ3
YP_005087218.1	1
>NC_024206	Lactobacillus phage phi jlb1
YP_009035491.1	1
>NC_018831	Listeria phage P70
YP_006905872.1	1
>NC_023590	Acinetobacter phage IME_AB3
YP_009008516.1	1
YP_009008520.1	1
YP_009008521.1	2
YP_009008524.1	2
>NC_004684	Mycobacterium phage Rosebush
NP_817764.1	2
NP_817767.1	1
NP_817768.1	2
>NC_025450	Lelliottia phage phD2B
YP_009102761.1	1
YP_009102769.1	1
>NC_015282	Synechococcus phage S-SM1
YP_004322927.1	2
YP_004322943.1	1
YP_004322992.1	1
YP_004323004.1	1
YP_004323006.1	5
YP_004323011.1	3
YP_004323012.1	10
YP_004323017.1	1
YP_004323018.1	1
YP_004323020.1	4
YP_004323024.1	1
YP_004323035.1	1
YP_004323040.1	1
YP_004323047.1	1
YP_004323064.1	9
YP_004323070.1	1
YP_004323074.1	2
YP_004323087.1	1
YP_004323126.1	1
>NC_005879	Vibrio phage VP2
YP_024431.1	2
>NC_019399	Escherichia phage vB_EcoM_ACG-C40
YP_006986769.1	1
YP_006986784.1	1
YP_006986802.1	1
YP_006986821.1	9
>NC_003083	Epiphyas postvittana nucleopolyhedrovirus
NP_203208.1	1
>NC_009514	Enterobacteria phage cdtI
YP_001272518.1	2
YP_001272526.1	1
YP_001272561.1	4
YP_001272562.1	1
YP_001272571.1	1
>NC_009531	Synechococcus phage Syn5
YP_001285433.1	7
YP_001285436.1	1
YP_001285446.1	1
YP_001285460.1	2
>NC_001978	Streptomyces phage phiC31
NP_047925.1	4
NP_047934.1	1
NP_047955.2	1
>NC_023574	Lactococcus phage phiL47
YP_009006880.1	1
YP_009006988.1	18
YP_009006989.1	4
YP_009007002.1	1
YP_009007018.1	9
YP_009007044.1	2
>NC_018834	Propionibacterium phage P9.1
YP_006906063.1	1
>NC_021304	Streptomyces phage Sujidade
YP_008051442.1	1
YP_008051457.1	33
>NC_023597	Mycobacterium phage 20ES
YP_009009058.1	1
YP_009009091.1	3
YP_009009100.1	1
YP_009009105.1	1
YP_009009113.1	1
>NC_023557	Erwinia phage Ea35-70
YP_009004840.1	4
YP_009004875.1	1
YP_009004895.1	1
YP_009004908.1	14
YP_009004914.1	3
YP_009004954.1	3
YP_009005082.1	1
>NC_007623	Pseudomonas phage EL
YP_418155.1	3
YP_418179.1	5
YP_418234.1	1
>NC_027983	Escherichia phage AR1
YP_009168049.1	1
YP_009168065.1	1
YP_009168082.1	9
>NC_002686	Cercopithecine alphaherpesvirus 9
NP_077428.1	5
NP_077473.1	4
>NC_015269	Salmonella virus SPC35
YP_004306522.1	1
YP_004306565.1	5
YP_004306572.1	4
YP_004306604.1	3
>NC_004367	Callitrichine gammaherpesvirus 3
NP_733890.1	1
>NC_011398	Clostridium virus phiCD27
YP_002290878.1	3
YP_002290892.1	1
YP_002290918.1	3
YP_002290938.1	3
YP_002290944.1	1
YP_002290948.1	1
>NC_004914	Escherichia phage Stx2 II
NP_859372.1	5
NP_859396.1	8
NP_859398.1	3
>NC_025461	Synechococcus phage S-CBP3
YP_009103488.1	1
YP_009103491.1	2
YP_009103500.1	2
YP_009103501.1	1
YP_009103520.1	9
YP_009103528.1	1
YP_009103532.1	9
>NC_009015	Burkholderia virus BcepF1
YP_001039747.1	1
YP_001039752.1	1
YP_001039755.1	2
YP_001039756.1	1
YP_001039760.1	1
YP_001039762.1	18
YP_001039764.1	4
YP_001039768.1	1
YP_001039769.1	1
YP_001039770.1	1
YP_001039771.1	1
YP_001039778.1	3
YP_001039780.1	1
YP_001039781.1	1
YP_001039782.1	1
YP_001039783.1	1
YP_001039784.1	1
YP_001039785.1	1
YP_001039786.1	1
YP_001039790.1	1
YP_001039792.1	1
YP_001039793.1	1
YP_001039794.1	1
YP_001039795.1	2
YP_001039796.1	1
YP_001039797.1	1
YP_001039798.1	1
YP_001039799.1	1
YP_001039801.1	1
YP_001039802.1	1
YP_001039803.1	1
YP_001039805.1	1
YP_001039807.1	2
YP_001039808.1	3
YP_001039811.1	5
>NC_015465	Synechococcus phage S-CBS3
YP_004421726.1	2
YP_004421737.1	1
YP_004421741.1	4
YP_004421751.1	15
YP_004421756.1	1
YP_004421762.1	7
>NC_020203	Pseudomonas phage JBD24
YP_007392795.1	1
YP_007392820.1	1
>NC_023677	Chimpanzee herpesvirus strain 105640
YP_009010988.1	2
YP_009011050.1	1
>NC_021338	Mycobacterium phage Chy4
YP_008060201.1	3
YP_008060212.1	1
YP_008060215.1	1
YP_008060218.1	1
>NC_008348	Leucania separata nucleopolyhedrovirus
YP_758300.1	1
YP_758426.1	1
>NC_009737	Bacillus virus 1
YP_001425586.1	1
YP_001425601.1	2
YP_001425624.1	1
>NC_018859	Escherichia phage ECBP2
YP_006908860.1	2
YP_006908877.1	1
YP_006908906.1	4
YP_006908910.1	2
>NC_019522	Pectobacterium phage ZF40
YP_007006916.1	1
YP_007006924.1	7
YP_007006929.1	1
YP_007006930.1	1
YP_007006933.1	1
YP_007006936.1	2
>NC_019442	Escherichia phage TL-2011c
YP_007001447.1	1
>NC_007806	Pseudomonas phage 73
YP_001293424.1	1
YP_001293436.1	2
YP_001293444.1	10
>NC_013644	Enterococcus phage phiFL4A
YP_003347369.1	1
YP_003347372.1	1
YP_003347382.1	1
>NC_029024	Bacillus virus 250
YP_009219617.1	1
YP_009219624.1	2
>NC_028908	Achromobacter phage phiAxp-3
YP_009208684.1	2
>NC_020875	Synechococcus phage S-SSM4
YP_007677200.1	2
YP_007677247.1	1
YP_007677248.1	1
YP_007677263.1	6
YP_007677269.1	2
YP_007677270.1	1
YP_007677272.1	3
YP_007677276.1	1
YP_007677277.1	1
YP_007677281.1	1
YP_007677286.1	1
YP_007677298.1	1
YP_007677316.1	2
YP_007677326.1	3
YP_007677331.1	7
YP_007677344.1	1
YP_007677351.1	1
YP_007677355.1	3
YP_007677362.1	11
YP_007677369.1	5
>NC_011291	Mycobacterium phage Brujita
YP_002241985.1	1
YP_002242016.1	3
YP_002242038.1	1
>NC_025448	Enterobacteria phage RB27
YP_009102429.1	1
YP_009102445.1	1
YP_009102462.1	9
>NC_025419	Enterobacteria phage RB3
YP_009098613.1	1
YP_009098629.1	1
YP_009098646.1	9
>NC_027979	Enterobacteria phage RB68
YP_009167597.1	1
YP_009167613.1	1
YP_009167630.1	9
>NC_011345	Agrotis ipsilon multiple nucleopolyhedrovirus
YP_002268193.1	7
>NC_021777	Salmonella phage Jersey
YP_008239715.1	1
YP_008239733.1	1
YP_008239744.1	1
>NC_008205	Mycobacterium phage PMC
YP_655817.1	2
YP_655822.1	1
>NC_010393	Phage Gifsy-2
YP_001700647.1	1
YP_001700656.1	1
YP_001700672.1	5
YP_001700678.1	1
YP_001700686.1	1
YP_001700696.1	1
>NC_003663	Cowpox virus
NP_619834.1	4
NP_619839.1	1
NP_619870.1	13
>NC_023695	Mycobacterium phage Violet
YP_009012698.1	1
YP_009012737.1	1
YP_009012745.1	2
>NC_003618	Lettuce infectious yellows virus
NP_619695.1	8
>NC_013651	Vibrio phage N4
YP_003347903.1	1
YP_003347912.1	6
YP_003347917.1	2
YP_003347925.1	1
YP_003347933.1	1
YP_003347946.1	2
>NC_023423	Pithovirus sibericum
YP_009000988.1	4
YP_009000992.1	12
YP_009001035.1	7
YP_009001166.1	1
YP_009001225.1	57
YP_009001244.1	4
YP_009001267.1	3
YP_009001268.1	4
YP_009001306.1	2
>NC_022343	Klebsiella phage 0507-KN2-1
YP_008531963.1	1
YP_008531967.1	1
YP_008532086.1	1
>NC_025415	Lactobacillus phage Ld25A
YP_009097880.1	2
>NC_015297	Ralstonia phage PE226
YP_004327588.1	1
>NC_009803	Thermus phage P2345
YP_001467864.1	5
YP_001467866.1	1
YP_001467867.1	3
YP_001467949.1	5
>NC_020837	Synechococcus phage S-CAM1
YP_007672928.1	1
YP_007672930.1	2
YP_007672945.1	1
YP_007673012.1	1
YP_007673021.1	1
YP_007673025.1	1
YP_007673051.1	1
YP_007673056.1	1
YP_007673069.1	1
YP_007673074.1	1
YP_007673097.1	1
YP_007673103.1	1
YP_007673106.1	2
YP_007673115.1	10
YP_007673116.1	3
YP_007673122.1	5
YP_007673127.1	1
YP_007673129.1	3
YP_007673132.1	7
YP_007673133.1	1
>NC_019548	Ralstonia phage RSS0
YP_007011045.1	1
>NC_022983	Mycobacterium phage Bernardo
YP_008858932.1	2
YP_008858960.1	1
>NC_021349	Mycobacterium phage Astraea
YP_008061597.1	1
YP_008061603.1	1
YP_008061624.1	1
YP_008061669.1	15
YP_008061724.1	7
>NC_013756	Marseillevirus marseillevirus
YP_003406800.1	1
YP_003406803.1	1
YP_003406869.1	2
YP_003406873.1	2
YP_003406906.1	1
YP_003406916.1	4
YP_003406952.1	1
YP_003407123.1	1
YP_003407128.1	9
>NC_023583	Pseudomonas phage TL
YP_009007829.1	1
YP_009007851.1	10
YP_009007854.1	8
YP_009007855.1	1
>NC_007581	Clostridium phage c-st
YP_398462.1	1
YP_398508.1	1
YP_398530.1	9
YP_398536.1	1
YP_398603.1	1
YP_398613.1	9
>NC_018845	Propionibacterium phage P104A
YP_006906809.1	1
>NC_015780	Wiseana iridescent virus
YP_004732823.1	2
YP_004732828.1	2
YP_004732854.1	4
YP_004732873.1	3
YP_004732950.1	10
YP_004732972.1	1
>NC_024135	Mycobacterium phage Bernal13
YP_009031167.1	2
YP_009031186.1	1
>NC_022063	Mycobacterium phage Phelemich
YP_008409827.1	1
YP_008409832.1	2
>NC_023559	Oenococcus phage phi9805
YP_009005205.1	8
>NC_027997	Campylobacter virus CP220
YP_009169296.1	2
>NC_011271	Mycobacterium phage Cali
YP_002224577.1	1
YP_002224604.1	1
YP_002224646.1	15
YP_002224696.1	7
>NC_023748	Mycobacterium phage SkiPole
YP_009019081.1	1
YP_009019131.1	1
YP_009019146.1	1
>NC_013599	Xylella phage Xfas53
YP_003344891.1	1
YP_003344894.1	1
YP_003344900.1	1
YP_003344912.1	1
YP_003344913.1	1
YP_003344916.1	2
YP_003344921.1	2
YP_003344922.1	1
>NC_014457	Clostridium phage phiCTP1
YP_003856842.1	3
YP_003856858.1	9
>NC_012635	Enterobacteria phage RB51
YP_002854168.1	1
YP_002854183.1	1
YP_002854199.1	1
YP_002854215.1	9
>NC_006944	Mint virus 1
YP_224093.1	2
>NC_023594	Shewanella phage Spp001
YP_009008844.1	1
>NC_022365	Piper yellow mottle virus
YP_008567619.1	1
>NC_019501	Enterobacteria phage IME10
YP_007004307.1	10
YP_007004313.1	4
YP_007004321.1	1
YP_007004322.1	3
YP_007004331.1	1
>NC_009993	Mycobacterium phage Giles
YP_001552334.1	2
YP_001552349.1	1
YP_001552391.1	1
>NC_004589	Streptococcus phage 315.6
NP_795674.1	2
NP_795675.1	1
NP_795676.1	2
NP_795678.1	1
NP_795683.1	1
>NC_014900	Salmonella phage ST160
YP_004123761.1	17
YP_004123782.1	1
YP_004123788.1	4
YP_004123802.1	1
YP_004123808.1	1
>NC_009799	Corynebacterium phage BFK20
YP_001456732.1	1
YP_001456736.1	1
YP_001456770.1	1
YP_001456771.1	1
YP_001456773.2	1
>NC_008204	Mycobacterium phage Qyrzula
YP_655683.1	2
YP_655686.1	1
YP_655687.1	2
YP_655712.1	1
>NC_022087	Mycobacterium phage AnnaL29
YP_008430798.1	1
YP_008430803.1	1
YP_008430809.1	1
>NC_020865	Cyanophage KBS-P-1A
YP_007676330.1	1
YP_007676343.1	2
YP_007676344.1	1
YP_007676361.1	7
YP_007676370.1	1
YP_007676373.1	7
YP_007676374.1	14
>NC_018278	Burkholderia phage KL1
YP_006560765.1	1
YP_006560781.1	2
>NC_001332	Escherichia virus I22
NP_039614.1	4
>NC_019447	Brucella phage Pr
YP_007002073.1	1
YP_007002078.1	1
YP_007002089.1	1
YP_007002091.1	1
YP_007002095.1	2
YP_007002113.1	1
YP_007002115.1	1
YP_007002121.1	1
>NC_024210	Escherichia phage e4/1c
YP_009036032.1	1
YP_009036051.1	1
>NC_013195	Staphylococcus phage P954
YP_003169631.1	7
YP_003169647.1	1
YP_003169652.1	2
YP_003169689.1	5
>NC_021779	Salmonella phage FSLSP030
YP_008239845.1	1
YP_008239868.1	1
YP_008239871.1	2
>NC_023009	Staphylococcus phage Sb-1
YP_008873552.1	1
YP_008873613.1	2
YP_008873673.1	1
>NC_004813	Enterobacteria phage BP-4795
YP_001449238.1	1
YP_001449258.1	2
YP_001449263.1	1
YP_001449270.1	1
YP_001449292.1	2
YP_001449304.1	1
YP_001449314.1	3
YP_001449315.1	8
YP_001449318.1	3
YP_001449319.1	8
>NC_017864	Pseudomonas phage vB_Pae-Kakheti25
YP_006299882.1	1
YP_006299883.1	1
YP_006299894.1	2
>NC_023713	Mycobacterium phage Blue7
YP_009014503.1	1
YP_009014547.1	1
YP_009014560.1	1
YP_009014580.1	5
>NC_013953	Lymantria xylina MNPV
YP_003517743.1	2
YP_003517787.1	1
YP_003517850.1	1
YP_003517877.1	1
>NC_024204	Salmonella phage vB_SenS-Ent3
YP_009035142.1	1
>NC_019451	Pseudomonas phage NH-4
YP_007002547.1	1
YP_007002548.1	1
YP_007002550.1	4
YP_007002551.1	2
YP_007002552.1	1
YP_007002553.1	1
YP_007002554.1	1
YP_007002555.1	2
YP_007002556.1	1
YP_007002557.1	1
YP_007002558.1	1
YP_007002559.1	1
YP_007002560.1	1
YP_007002561.1	1
YP_007002562.1	1
YP_007002563.1	1
YP_007002564.1	2
YP_007002565.1	3
YP_007002566.1	2
YP_007002567.1	1
YP_007002568.1	1
YP_007002569.1	1
YP_007002570.1	1
YP_007002571.1	1
YP_007002572.1	1
YP_007002573.1	1
YP_007002574.1	1
YP_007002575.1	1
YP_007002576.1	1
YP_007002577.1	2
YP_007002578.1	1
YP_007002579.1	2
YP_007002580.1	1
YP_007002581.1	1
YP_007002582.1	1
YP_007002583.1	1
YP_007002584.1	1
YP_007002585.1	1
YP_007002586.1	1
YP_007002587.1	1
YP_007002588.1	1
YP_007002589.1	2
YP_007002590.1	1
YP_007002591.1	1
YP_007002592.1	4
YP_007002593.1	1
YP_007002594.1	3
YP_007002595.1	1
YP_007002596.1	2
YP_007002597.1	1
YP_007002598.1	1
YP_007002599.1	2
YP_007002600.1	1
YP_007002601.1	5
YP_007002602.1	1
YP_007002603.1	10
YP_007002604.1	1
YP_007002605.1	2
YP_007002606.1	1
YP_007002607.1	2
YP_007002608.1	1
YP_007002609.1	1
YP_007002610.1	1
YP_007002611.1	1
YP_007002612.1	1
YP_007002613.1	1
YP_007002614.1	1
YP_007002615.1	1
YP_007002616.1	1
YP_007002617.1	2
YP_007002618.1	1
YP_007002619.1	1
YP_007002620.1	1
YP_007002621.1	1
YP_007002622.1	1
YP_007002623.1	1
YP_007002624.1	1
YP_007002625.1	1
YP_007002626.1	1
YP_007002627.1	1
YP_007002628.1	1
YP_007002630.1	1
YP_007002631.1	1
YP_007002632.1	2
YP_007002633.1	1
YP_007002634.1	1
YP_007002635.1	1
YP_007002636.1	1
YP_007002638.1	1
YP_007002639.1	1
YP_007002640.1	1
>NC_023565	Mycobacterium phage Nyxis
YP_009005889.1	1
YP_009005891.1	2
YP_009005894.1	1
YP_009005902.1	1
YP_009005917.1	3
>NC_023563	Mycobacterium phage Suffolk
YP_009005649.1	1
YP_009005669.1	1
>NC_024357	Streptococcus phage K13
YP_009042723.1	1
YP_009042737.1	1
YP_009042770.1	2
>NC_007052	Staphylococcus phage 42E
YP_239856.1	1
YP_239858.1	2
YP_239889.1	11
YP_239897.1	1
YP_239905.1	1
YP_239910.1	1
YP_239930.1	1
>NC_024365	Pseudomonas phage phiPSA1
YP_009043554.1	2
YP_009043558.1	1
YP_009043561.1	1
YP_009043563.1	1
YP_009043573.1	5
YP_009043575.1	1
YP_009043581.1	1
YP_009043584.1	1
>NC_010355	Azospirillum phage Cd
YP_001686872.1	2
YP_001686874.1	1
YP_001686888.1	1
YP_001686926.1	1
>NC_005946	Frog virus 3
YP_031586.1	4
YP_031616.1	4
YP_031641.1	6
>NC_020488	Vibrio phage VvAW1
YP_007518346.1	1
YP_007518349.1	1
YP_007518353.1	1
YP_007518354.1	1
YP_007518359.1	2
YP_007518363.1	11
YP_007518371.1	1
YP_007518375.1	1
>NC_021339	Streptomyces phage Zemlya
YP_008060288.1	30
>NC_010671	Musca domestica salivary gland hypertrophy virus
YP_001883380.1	1
YP_001883390.1	1
YP_001883393.1	14
>NC_002593	Plutella xylostella granulovirus
NP_068225.1	1
>NC_019925	Dickeya virus Limestone
YP_007237388.1	1
>NC_021806	Cellulophaga phage phi14:2
YP_008242274.1	1
YP_008242278.1	2
YP_008242289.1	1
YP_008242299.1	1
YP_008242301.1	4
YP_008242330.1	21
>NC_020900	Meno virus
YP_007697636.1	1
>NC_001604	Enterobacteria phage T7
NP_041960.1	1
NP_041972.1	1
NP_041975.1	3
NP_041977.1	2
NP_041982.1	3
NP_041999.1	1
NP_042000.1	1
NP_042010.1	2
>NC_013698	Clavibacter phage CMP1
YP_003359099.1	2
YP_003359102.1	2
>NC_002188	Fowlpox virus
NP_038993.1	1
NP_039027.1	1
NP_039077.1	1
>NC_001835	Lactococcus virus sk1
NP_044981.1	1
>NC_018276	Croceibacter phage P2559S
YP_006560621.1	2
YP_006560653.1	5
YP_006560687.1	1
>NC_023558	Cronobacter phage Dev2
YP_009005115.1	1
YP_009005125.1	1
YP_009005131.1	1
YP_009005140.1	1
YP_009005149.1	1
YP_009005154.1	2
>NC_019410	Caulobacter virus Karma
YP_006989456.1	1
YP_006989467.1	1
YP_006989492.1	3
YP_006989493.1	2
YP_006989499.1	1
YP_006989505.1	2
YP_006989513.1	1
YP_006989520.1	1
YP_006989525.1	3
YP_006989560.1	3
YP_006989583.1	1
>NC_016564	Planktothrix phage PaV-LD
YP_004957280.1	13
YP_004957293.1	3
YP_004957294.1	4
YP_004957306.1	140
YP_004957310.1	2
YP_004957317.1	1
YP_004957371.1	2
YP_004957396.1	2
>NC_018842	Propionibacterium phage P1.1
YP_006906624.1	1
>NC_024212	Enterococcus phage VD13
YP_009036375.1	1
YP_009036421.1	2
YP_009036436.1	1
>NC_008518	Trichoplusia ni ascovirus 2c
YP_803265.1	4
YP_803294.1	8
>NC_024125	Escherichia phage vB_EcoM_112
YP_009030821.1	1
YP_009030840.1	1
YP_009030856.1	1
YP_009030873.1	8
>NC_028886	Bacillus phage phi4B1
YP_009206301.1	1
YP_009206318.1	1
YP_009206340.1	1
>NC_029008	Bacillus phage phi4J1
YP_009218148.1	1
YP_009218156.1	15
>NC_004996	Streptococcus phage SM1
NP_862854.1	1
>NC_018874	Abalone herpesvirus Victoria/AUS/2009
YP_006908672.1	3
>NC_007804	Escherichia phage phiV10
YP_512256.1	1
YP_512272.1	1
YP_512277.1	1
YP_512283.1	3
YP_512292.1	1
>NC_013696	Enterococcus phage phiEf11
YP_003358792.1	8
YP_003358818.1	2
YP_003358840.1	1
>NC_009813	Listeria phage B054
YP_001468706.1	2
YP_001468722.1	8
>NC_008722	Staphylococcus phage CNPH82
YP_950640.1	1
YP_950645.1	7
YP_950652.1	1
YP_950658.1	1
>NC_011612	Staphylococcus phage Ipla35
YP_002332379.1	1
YP_002332395.1	3
YP_002332397.1	1
YP_002332401.1	1
YP_002332403.1	2
>NC_009812	Listeria phage B025
YP_001468653.1	1
YP_001468699.1	1
YP_001468701.1	4
>NC_022053	Mycobacterium phage Papyrus
YP_008408860.1	17
>NC_009904	Enterococcus phage phiEF24C
YP_001504318.1	1
>NC_006882	Prochlorococcus phage P-SSP7
YP_214180.1	1
YP_214194.1	3
YP_006355437.1	3
YP_214197.1	1
YP_214201.1	1
YP_214207.1	1
YP_214213.1	1
YP_214215.1	1
YP_214216.1	1
YP_214217.1	1
YP_214231.1	2
>NC_020201	Pectobacterium phage phiTE
YP_007392463.1	1
YP_007392473.1	1
YP_007392492.1	2
YP_007392559.1	1
YP_007392598.1	8
YP_007392608.1	4
YP_007392609.1	1
YP_007392617.1	1
YP_007392626.1	1
YP_007392627.1	1
YP_007392698.1	1
>NC_023732	Mycobacterium phage Rumpelstiltskin
YP_009017294.1	2
YP_009017307.1	1
>NC_019914	Staphylococcus phage StB27
YP_007236598.1	1
>NC_023605	Vibrio phage PVA1
YP_009009720.1	2
YP_009009726.1	1
YP_009009730.1	2
>NC_024144	Clostridium phage CDMH1
YP_009032166.1	1
YP_009032184.1	1
YP_009032213.1	3
YP_009032221.1	1
>NC_021559	Prochlorococcus phage P-SSM3
YP_008129947.1	1
YP_008129949.1	4
YP_008129959.1	1
YP_008129960.1	1
YP_008129965.1	1
YP_008129986.1	1
YP_008129988.1	2
YP_008129992.1	2
YP_008129995.1	2
YP_008130006.1	6
YP_008130010.1	1
YP_008130020.1	7
YP_008130025.1	1
YP_008130104.1	4
YP_008130141.1	1
YP_008130142.1	1
YP_008130147.1	1
>NC_018284	Staphylococcus phage Ipla7
YP_006561204.1	2
YP_006561210.1	1
>NC_019405	Caulobacter virus phiCbK
YP_006987971.1	1
YP_006987982.1	1
YP_006988007.1	3
YP_006988008.1	2
YP_006988014.1	1
YP_006988019.1	2
YP_006988027.1	1
YP_006988034.1	1
YP_006988039.1	3
YP_006988074.1	3
YP_006988089.1	1
>NC_008187	Invertebrate iridescent virus 3
YP_654620.1	1
YP_654637.1	5
YP_654662.1	4
YP_654678.1	2
>NC_023726	Mycobacterium phage Euphoria
YP_009016700.1	1
YP_009016744.1	1
YP_009016756.1	1
>NC_019913	Pseudomonas phage PaP1
YP_007236500.1	3
YP_007236524.1	1
>NC_010561	Bean yellow disorder virus
YP_001816775.1	14
>NC_011801	Lactobacillus phage Lv-1
YP_002455793.1	1
YP_002455814.1	1
YP_002455827.1	1
>NC_023734	Psychrobacter phage Psymv2
YP_009017566.1	1
YP_009017589.1	3
YP_009017590.1	5
YP_009017614.1	1
>NC_004724	Grapevine rootstock stem lesion associated virus
NP_835247.1	11
>NC_024330	Pseudomonas phage JD024
YP_009042208.1	1
YP_009042235.1	1
>NC_024367	Dinoroseobacter phage DFL12phi1
YP_009043714.1	1
YP_009043740.1	2
>NC_022920	Staphylococcus phage S25-3
YP_008854180.1	2
YP_008854240.1	2
YP_008854270.1	6
YP_008854327.1	1
>NC_004681	Mycobacterium phage Cjw1
NP_817458.1	1
NP_817477.1	1
NP_817531.1	1
NP_817549.1	1
NP_817550.1	2
NP_817551.1	1
NP_817552.1	6
NP_817562.1	1
NP_817564.1	15
>NC_011085	Morganella phage MmP1
YP_003324580.1	1
YP_002048641.1	1
YP_002048644.1	6
YP_002048647.1	4
YP_002048660.1	1
YP_002048664.1	1
YP_002048670.1	1
>NC_023708	Mycobacterium phage Dreamboat
YP_009014042.1	1
YP_009014053.1	1
>NC_018084	Clostridium phage phiZP2
YP_006488649.1	1
YP_006488664.1	2
>NC_005344	Shigella phage Sf6
NP_958178.1	3
NP_958179.1	7
NP_958192.1	1
NP_958203.1	10
NP_958219.1	7
NP_958229.1	7
NP_958230.1	1
>NC_007710	Xanthomonas phage OP2
YP_453628.1	1
YP_453638.1	1
YP_453640.1	1
YP_453666.1	11
YP_453670.1	3
>NC_016766	Synechococcus phage S-CBS4
YP_005098313.1	1
YP_005098317.1	1
YP_005098346.1	2
YP_005098367.1	3
YP_005098372.1	6
YP_005098376.1	1
YP_005098392.1	3
>NC_023729	Mycobacterium phage Charlie
YP_009017030.1	5
YP_009017044.1	1
YP_009017052.1	2
>NC_008575	Ralstonia phage RSS1
YP_863922.1	1
>NC_016081	Grapevine leafroll-associated virus 5
YP_004901689.1	1
>NC_024142	Escherichia phage Bp4
YP_009032026.1	2
YP_009032030.1	1
>NC_020482	Pelagibacter phage HTVC011P
YP_007517775.1	9
YP_007517777.1	1
YP_007517796.1	1
YP_007517798.1	5
YP_007517799.1	6
>NC_014661	Acinetobacter phage Acj61
YP_004009621.1	1
YP_004009630.1	1
YP_004009746.1	1
YP_004009747.1	1
YP_004009796.1	2
YP_004009827.1	1
YP_004009854.1	6
>NC_021793	Cellulophaga phage phi48:2
YP_008241185.1	1
>NC_021923	Hemileuca sp. nucleopolyhedrovirus
YP_008378319.1	1
YP_008378353.1	5
>NC_008197	Mycobacterium phage Orion
YP_655098.1	1
YP_655118.1	1
>NC_016434	Gordonia phage GTE5
YP_004935779.1	9
>NC_023733	Mycobacterium phage MoMoMixon
YP_009017440.1	1
YP_009017467.1	1
YP_009017511.1	12
YP_009017561.1	7
>NC_019549	Liberibacter phage SC1
YP_007011070.1	1
YP_007011072.1	2
>NC_011040	Enterobacteria phage BA14
YP_002003461.1	1
YP_002003465.1	1
YP_002003469.1	2
YP_002003476.1	5
YP_002003488.1	1
YP_002003492.1	1
YP_002003498.1	1
>NC_027356	Escherichia virus DT57C
YP_009149850.1	5
YP_009149858.1	5
YP_009149887.1	4
>NC_019518	Vibrio phage vB_VchM-138
YP_007006391.1	1
YP_007006401.1	3
YP_007006411.1	3
>NC_023604	Mycobacterium phage Jolie2
YP_009009684.1	2
>NC_021062	Pseudomonas phage Phi-S1
YP_007869887.1	1
YP_007869902.1	1
YP_007869914.1	1
YP_007869918.1	1
YP_007869923.1	2
>NC_003391	Camelpox virus
NP_570396.1	1
NP_570427.1	1
NP_570461.1	11
>NC_019515	Bacillus phage BCD7
YP_007005873.1	4
YP_007005899.1	2
YP_007005904.1	7
YP_007005962.1	5
YP_007005965.1	8
>NC_022918	Staphylococcus phage S25-4
YP_008854003.1	1
YP_008854064.1	2
YP_008854094.1	6
>NC_022330	Mycobacterium phage Quink
YP_008531104.1	1
YP_008531160.1	1
YP_008531178.1	4
YP_008531179.1	1
YP_008531180.1	6
YP_008531190.1	1
YP_008531192.1	15
>NC_009542	Aeromonas phage phiO18P
YP_001285625.1	1
YP_001285645.1	2
YP_001285654.1	1
>NC_020078	Cronobacter phage vB_CskP_GAP227
YP_007348344.1	1
YP_007348357.1	1
YP_007348364.1	1
>NC_019491	Cyprinid herpesvirus 1
YP_007003778.1	1
YP_007003794.1	14
>NC_001598	Beet yellows virus
NP_041872.1	2
>NC_022324	Mycobacterium phage Sarfire
YP_008530508.1	2
YP_008530514.1	1
YP_008530527.1	1
>NC_022969	Mycobacterium phage PhatBacter
YP_008857495.1	1
YP_008857514.1	1
YP_008857572.1	1
YP_008857589.1	4
YP_008857590.1	1
YP_008857591.1	6
YP_008857601.1	1
YP_008857603.1	15
>NC_019706	Enterobacteria phage mEp043 c-1
YP_007111508.1	4
YP_007111534.1	1
YP_007111562.1	1
>NC_009810	Listeria phage A500
YP_001468429.1	1
YP_001468441.1	1
